,Peng2014.Upregulated,Peng2014.Downregulated,Slabicki.2010.RNAi,Adamson.2012.RNAi,RAD51.foci.impaired,RAD51.foci.retained,Matsukoa.2007.phosphoproteomics,Elia_2015_Acetylation.IR,Elia_2015_Ub.IR,Elia_2015_Ub_MG132.IR,Elia_phos.IR,Elia_Ub_nuclear.IR,Paulsen.2009.gamma.HA2X.increased,Paulsen.2009.gamma.HA2X.decreased,Lord.2008.PARP.inhibitor.sensitivity,Bartz.2006.cisplatin.EC50.mean.fold.change,NPP.clade.optimized.MRS,HPA.tissue.coexpression.MRS,MRE11A.CCI.Malovannaya.2011,BRCA2.CCI.Malovannaya.2011,RAD51C.CCI.Malovannaya.2011,BRCA1.CCI.Malovannaya.2011,LIG1.CCI.Malovannaya.2011,PCNA.CCI.Malovannaya.2011,FANCD2.CCI.Malovannaya.2011,FANCI.CCI.Malovannaya.2011,PALB2.CCI.Malovannaya.2011,RAD50.CCI.Malovannaya.2011
PRPH,0,0,0,0,0,4560,0,0,0,0,0,0,0,0.250236784,0,0,0.015027322,0.010963525,0,0,0,0,0,0,0,0,0,0
PRPH2,0,0,0,0,0,5948,0,0,0,0,0,0,0,0,0,0,0.009345794,0.00921659,0,0,0,0,0,0,0,0,0,0
PRPS1,0,0,0,0,0,5191,0,0,7.682273496,4.879631384,0,8.347034247,0,0.352776473,0,0,0.017605634,0.037249284,0,0,0,0,0,0,0,0,0,0
PRPS1L1,0,0,0,0,0,5594,0,0,0,0,0,0,0,0.008966927,0,0,0.017605634,0.010963525,0,0,0,0,0,0,0,0,0,0
PRPS2,0,0,0,0,4184,0,0,0,9.059034382,4.856248498,0,8.347034247,0,0.165792334,0,0,0.017605634,0.016451234,0,0,0,0,0,0,0,0,0,0
PRPSAP1,0,0,0,0,6012,0,0,0,9.288033349,4.842710729,0,0,0,0.27436377,0,0,0.017605634,0.004482524,0,0,0,0,0,0,0,0,0,0
PRPSAP2,0,0,0,0,4837,0,0,0,0,0,0,0,0.823414078,0,0,0,0.017605634,0.042402827,0,0,0,0,0,0,0,0,0,0
PRR11,0,0,0,0,0,4676,0,0,0,4.842710729,0,7.821513002,0,0,0,0,0.011494253,0.042402827,0,0,0,0,0,0,0,0,0,0
PRR12,0,0,0,0,0,0,0,8.498672384,0,0,7.236892604,8.573882272,0,0,0,0,0.01010101,0.007194245,0,0,0,0,0,0,0,0,0,0
PRR13,0,0,0,0,0,3086,0,0,0,0,0,0,0,0,0,0,0.005588905,0.004482524,0,0,0,0,0,0,0,0,0,0
PRR14,0,0,0,0,4731,0,0,0,0,0,0,0,0,0,0,0,0.022900763,0.015205725,0,0,0,0,0,0,0,0,0,0
PRR14L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022900763,0.042402827,0,0,0,0,0,0,0,0,0,0
PRR15,0,0,0,0,0,6620,0,0,0,0,0,0,0,0,0,0,0.008576329,0.004482524,0,0,0,0,0,0,0,0,0,0
PRR15L,0,0,0,0,0,4121,0,0,0,0,0,0,0,0,0,0,0.007580979,0.004482524,0,0,0,0,0,0,0,0,0,0
PRR16,0,0,0,0,4430,0,0,0,0,0,0,0,0,0,0,0,0.018691589,0.004823151,0,0,0,0,0,0,0,0,0,0
PRR18,0,0,0,0,0,1249,0,0,0,0,0,0,0,0,0,0,0.005588905,0.004482524,0,0,0,0,0,0,0,0,0,0
PRR19,0,0,0,0,3105,0,0,0,0,0,0,0,0,0,0,0,0.013539652,0.010963525,0,0,0,0,0,0,0,0,0,0
PRR20E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005588905,0,0,0,0,0,0,0,0,0,0,0
PRR21,0,0,0,0,0,9022,0,0,0,0,0,0,0,0,0,0,0.009511731,0,0,0,0,0,0,0,0,0,0,0
PRR22,0,0,0,0,0,1105,0,0,0,0,0,0,0,0,0,0,0.016304348,0.010963525,0,0,0,0,0,0,0,0,0,0
PRR23A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016304348,0.010963525,0,0,0,0,0,0,0,0,0,0
PRR23B,0,0,0,0,0,577,0,0,0,0,0,0,0,0,0,0,0.016304348,0.010963525,0,0,0,0,0,0,0,0,0,0
PRR23C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016304348,0.010963525,0,0,0,0,0,0,0,0,0,0
PRR23D2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060606061,0.016451234,0,0,0,0,0,0,0,0,0,0
PRR25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00795756,0,0,0,0,0,0,0,0,0,0,0
PRR26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009511731,0.004482524,0,0,0,0,0,0,0,0,0,0
PRR27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008373206,0,0,0,0,0,0,0,0,0,0,0
PRR29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015151515,0,0,0,0,0,0,0,0,0,0,0
PRR3,0,0,0,0,0,3813,0,0,0,0,0,0,0,0.322617741,0,0,0.025,0.008810573,0,0,0,0,0,0,0,0,0,0
PRR30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0,0,0,0,0,0,0,0,0,0,0
PRR32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01980198,0,0,0,0,0,0,0,0,0,0,0
PRR33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010050251,0,0,0,0,0,0,0,0,0,0,0
PRR34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005588905,0,0,0,0,0,0,0,0,0,0,0
PRR35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007441091,0,0,0,0,0,0,0,0,0,0,0
PRR36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011385199,0,0,0,0,0,0,0,0,0,0,0
PRR4,0,0,0,0,0,3795,0,0,0,0,0,0,0,0.280395516,0,0,0.005588905,0.015384615,0,0,0,0,0,0,0,0,0,0
PRR5,0,0,0,0,7520,0,0,0,0,0,0,0,0,0,0,0,0.010380623,0.015873016,0,0,0,0,0,0,0,0,0,0
PRR5-ARHGAP8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00742115,0,0,0,0,0,0,0,0,0,0,0
PRR5L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010380623,0.004482524,0,0,0,0,0,0,0,0,0,0
PRR7,0,0,0,0,0,2513,0,0,0,0,0,0,0,0,0,0,0.013539652,0.004482524,0,0,0,0,0,0,0,0,0,0
PRR9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005777961,0.010963525,0,0,0,0,0,0,0,0,0,0
PRRC1,0,0,0,0,828,0,0,0,0,0,0,0,0,0,0,0,0.006967586,0.004482524,0,0,0,0,0,0,0,0,0,0
PRRC2A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007964602,0.010963525,0,0,0,0,0,0,0,0,0,0
PRRC2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035087719,0.004482524,0,0,0,0,0,0,0,0,0,0
PRRC2C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060606061,0.011976048,0,0,0,0,0,0,0,0,0,0
PRRG1,0,0,0,0,0,2880,0,0,0,0,0,0,0,0.515633627,0,0,0.009,0.004482524,0,0,0,0,0,0,0,0,0,0
PRRG2,0,0,0,0,4944,0,0,0,0,0,0,0,0.009128312,0,0,0,0.009779951,0.004482524,0,0,0,0,0,0,0,0,0,0
PRRG3,0,0,0,0,8880,0,0,0,0,0,0,0,0,0,0,0,0.05,0.004482524,0,0,0,0,0,0,0,0,0,0
PRRG4,0,0,0,0,8001,0,0,0,0,0,0,0,0,0,0,0,0.016759777,0.008403361,0,0,0,0,0,0,0,0,0,0
PRRT1,0,0,0,0,5638,0,0,0,0,0,0,0,0,0,0,0,0.00621118,0.004482524,0,0,0,0,0,0,0,0,0,0
PRRT2,0,0,0,0,0,2705,0,0,0,0,0,0,0,0,0,0,0.009511731,0.004482524,0,0,0,0,0,0,0,0,0,0
PRRT3,0,0,0,0,0,2058,0,0,0,0,0,0,0,0,0,0,0.006086645,0.004482524,0,0,0,0,0,0,0,0,0,0
PRRT4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014705882,0.012658228,0,0,0,0,0,0,0,0,0,0
PRRX1,0,0,0,0,5998,0,0,0,0,0,0,0,0.06341403,0,0,0,0.012589928,0.007633588,0,0,0,0,0,0,0,0,0,0
PRRX2,0,0,0,0,0,3231,0,0,0,0,0,0,0.859604557,0,0,0,0.012589928,0.010963525,0,0,0,0,0,0,0,0,0,0
PRSS1,0,0,0,0,0,2104,0,0,0,0,0,0,0,0.515633627,0,0,0.01,0.005047319,0,0,0,0,0,0,0,0,0,0
PRSS12,0,0,0,0,0,3672,0,0,0,0,0,0,0,0.455316162,0,0,0.007594937,0.004482524,0,0,0,0,0,0,0,0,0,0
PRSS16,0,0,0,0,4829,0,0,0,0,0,0,0,0.455477547,0,0,0,0.013605442,0.004482524,0,0,0,0,0,0,0,0,0,0
PRSS2,0,0,0,0,8349,0,0,0,0,0,0,0,0,0.473411402,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0
PRSS21,0,0,0,0,7550,0,0,0,9.412891547,4.910315006,0,8.347034247,2.850080875,0,0,0,0.00521327,0.010963525,0,0,0,0,0,0,0,0,0,0
PRSS22,0,0,0,0,8239,0,0,0,0,0,0,0,0.678652164,0,0,0,0.015151515,0.004482524,0,0,0,0,0,0,0,0,0,0
PRSS23,0,0,0,0,305,0,0,0,0,0,0,8.534691168,0,0,0,0,0.025,0.004482524,0,0,0,0,0,0,0,0,0,0
PRSS27,0,0,0,0,0,8571,0,0,0,0,0,0,0,0,0,0,0.005376344,0.004482524,0,0,0,0,0,0,0,0,0,0
PRSS3,0,0,0,0,145,0,0,0,0,0,0,0,0,0.569919344,0,0,0.01,0.005047319,0,0,0,0,0,0,0,0,0,0
PRSS33,0,0,0,0,0,1443,0,0,0,0,0,0,0,0,0,0,0.00521327,0.01754386,0,0,0,0,0,0,0,0,0,0
PRSS35,0,0,0,0,3625,0,0,0,0,0,0,0,0,0,0,0,0.025,0.004482524,0,0,0,0,0,0,0,0,0,0
PRSS36,0,0,0,0,679,0,0,0,0,0,0,0,0,0,0,0,0.006967586,0.004482524,0,0,0,0,0,0,0,0,0,0
PRSS37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0.010963525,0,0,0,0,0,0,0,0,0,0
PRSS38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01980198,0.010963525,0,0,0,0,0,0,0,0,0,0
PRSS42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015027322,0.00921659,0,0,0,0,0,0,0,0,0,0
PRSS45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006157113,0.00921659,0,0,0,0,0,0,0,0,0,0
PRSS46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00521327,0.010963525,0,0,0,0,0,0,0,0,0,0
PRSS48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006711409,0,0,0,0,0,0,0,0,0,0,0
PRSS50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01980198,0.010963525,0,0,0,0,0,0,0,0,0,0
PRSS53,0,0,0,0,5693,0,0,0,0,0,0,0,0,0,0,0,0.009174312,0.02027027,0,0,0,0,0,0,0,0,0,0
PRSS54,0,0,0,0,5567,0,0,0,0,0,0,0,0,0,0,0,0.029069767,0.010963525,0,0,0,0,0,0,0,0,0,0
PRSS55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009708738,0.010963525,0,0,0,0,0,0,0,0,0,0
PRSS56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01039501,0.00921659,0,0,0,0,0,0,0,0,0,0
PRSS57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006967586,0.0078125,0,0,0,0,0,0,0,0,0,0
PRSS58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016666667,0.010963525,0,0,0,0,0,0,0,0,0,0
PRSS8,0,0,0,0,0,7803,0,0,0,0,0,0,0,0.244205038,0,0,0.010169492,0.004482524,0,0,0,0,0,0,0,0,0,0
PRTFDC1,0,0,0,0,0,2980,0,0,0,0,0,0,0,0.575951091,0,0,0.045454545,0.004482524,0,0,0,0,0,0,0,0,0,0
PRTG,0,0,0,0,2497,0,0,0,9.215097588,0,0,0,0,0,0,0,0.010362694,0.010963525,0,0,0,0,0,0,0,0,0,0
PRTN3,0,0,0,0,4377,0,0,0,0,0,0,0,0,0,0,0,0.009302326,0.0078125,0,0,0,0,0,0,0,0,0,0
PRUNE,0,0,0,0,5995,0,0,0,0,0,0,0,0,0,0,0,0.016759777,0.004482524,0,0,0,0,0,0,0,0,0,0
PRUNE2,0,0,0,0,2163,0,0,0,0,0,0,0,0,0,0,0,0.025316456,0.007633588,0,0,0,0,0,0,0,0,0,0
PRX,0,0,0,0,2995,0,0,0,0,0,0,0,0,0.238173291,0,0,0.01344086,0.004482524,0,0,0,0,0,0,0,0,0,0
PRY,0,0,0,0,0,3027,0,0,0,0,0,0,0.55198549,0,0,0,0.005588905,0,0,0,0,0,0,0,0,0,0,0
PSAP,0,0,0,0,0,2145,0,0,0,0,0,0,0,0.153728841,0,0,0.017094017,0.004482524,0,0,0,0,0,0,0,0,0,0
PSAPL1,0,0,0,0,3820,0,0,0,0,0,0,0,0,0,0,0,0.017094017,0.004482524,0,0,0,0,0,0,0,0,0,0
PSAT1,0,0,0,0,7741,0,0,0,0,0,0,0,0,0.159760588,0,0,0.016260163,0.004482524,0,0,0,0,0,0,0,0,0,0
PSCA,0,0,0,0,8651,0,0,0,0,0,0,0,0,0.352776473,0,0,0.015151515,0.004482524,0,0,0,0,0,0,0,0,0,0
PSD,0,0,0,0,0,5063,0,0,0,0,0,0,0,0.316585995,0,0,0.016528926,0.004482524,0,0,0,0,0,0,0,0,0,0
PSD2,0,0,0,0,0,8875,0,0,0,0,0,0,0,0,0,0,0.016528926,0.004482524,0,0,0,0,0,0,0,0,0,0
PSD3,0,0,0,0,6226,0,0,0,0,0,0,0,0,0,0,0,0.032786885,0.010963525,0,0,0,0,0,0,0,0,0,0
PSD4,0,0,0,0,5812,0,0,0,0,0,0,0,0,0,0,0,0.016528926,0.004482524,0,0,0,0,0,0,0,0,0,0
PSEN1,0,0,0,0,5315,0,0,0,0,4.842710729,0,8.347034247,0.202144197,0,0,0,0.045454545,0.004482524,0,0,0,0,0,0,0,0,0,0
PSEN2,0,0,0,0,8720,0,0,0,0,0,0,8.347034247,0,0.286427263,0,0,0.045454545,0.00921659,0,0,0,0,0,0,0,0,0,0
PSENEN,0,0,0,0,0,6871,0,0,0,0,0,0,0,0,0,0,0.010823812,0.005319149,0,0,0,0,0,0,0,0,0,0
PSG1,0,0,0,0,0,2163,0,0,0,0,0,0,0,0.437220923,0,0,0.01980198,0.004482524,0,0,0,0,0,0,0,0,0,0
PSG11,0,0,0,0,1608,0,0,0,0,0,0,0,0,0.569919344,0,0,0.009672219,0.004482524,0,0,0,0,0,0,0,0,0,0
PSG2,0,0,0,0,0,4970,0,0,0,0,0,0,0,0.304522502,0,0,0.009672219,0.004482524,0,0,0,0,0,0,0,0,0,0
PSG3,0,0,0,0,2213,0,0,0,0,0,0,0,0,0.407062191,0,0,0.01980198,0.004482524,0,0,0,0,0,0,0,0,0,0
PSG4,0,0,0,0,1920,0,0,0,0,0,0,0,0,0.256268531,0,0,0.01980198,0.004482524,0,0,0,0,0,0,0,0,0,0
PSG5,0,0,0,0,8247,0,0,0,0,0,0,0,0,0.045157406,0,0,0.01980198,0.004482524,0,0,0,0,0,0,0,0,0,0
PSG6,0,0,0,0,0,6094,0,0,0,0,0,0,0,0.44325267,0,0,0.01980198,0.004482524,0,0,0,0,0,0,0,0,0,0
PSG7,0,0,0,0,0,3761,0,0,0,0,0,0,0,0.27436377,0,0,0.01980198,0,0,0,0,0,0,0,0,0,0,0
PSG8,0,0,0,0,0,5893,0,0,0,0,0,0,0,0.551824105,0,0,0.01980198,0.004482524,0,0,0,0,0,0,0,0,0,0
PSG9,0,0,0,0,0,1990,0,0,0,0,0,0,0,0.545792359,0,0,0.01980198,0.004482524,0,0,0,0,0,0,0,0,0,0
PSIP1,0,0,0,0,5075,0,2,9.428742112,9.866244623,0,7.237842595,12.57909376,0.06341403,0,0,0,0.2,0.035714286,0,0,0,0,0,0,0,0,0,0
PSKH1,0,0,0,0,2870,0,0,0,0,0,0,0,0,0.419125684,0,0,0.025641026,0.012552301,0,0,0,0,0,0,0,0,0,0
PSKH2,0,0,0,0,2803,0,0,0,0,0,0,0,0,0.401030445,0,0,0.025641026,0,0,0,0,0,0,0,0,0,0,0
PSMA1,0,0,0,3,8788,0,0,9.119540055,9.395096686,4.23925979,0,8.682469503,0,0.027062167,0.434111664,0,0.032967033,0,0,0,0,0,0,0,0,0,0,0
PSMA2,0,0,1,1,8906,0,0,9.316573573,8.810390466,5.074191784,0,8.760508343,0.823414078,0,0,0,0.032967033,0,0,0,0,0,0,0,0,0,0,0
PSMA3,0,0,0,0,8853,0,0,0,9.444347542,4.484945488,7.266199423,8.337859018,0,0.093411377,0,0,0.032967033,0.004482524,0,0,0,0,0,0,0,0,0,0
PSMA4,0,0,0,0,8515,0,0,0,9.474970846,4.658519188,0,8.775757908,0.196112451,0,0,0,0.032967033,0.004482524,0,0,0,0,0,0,0,0,0,0
PSMA5,0,0,0,3,8879,0,0,0,10.7621639,5.096692564,0,8.831020165,0,0.401030445,0,0,0.038461538,0.004482524,0,0,0,0,0,0,0,0,0,0
PSMA6,0,0,0,0,9007,0,0,9.365466713,9.847238805,5.203705721,0,8.678234641,0.184048958,0,0,0,0.032967033,0.005047319,0,0,0,0,0,0,0,0,0,0
PSMA7,0,0,0,1,8990,0,0,0,9.436340376,6.491440652,0,8.865594286,1.716112549,0,0,0,0.032967033,0.006972112,0,0,0,0,0,0,0,0,0,0
PSMA8,0,0,0,0,2612,0,0,0,0,0,0,0,0,0,0,0,0.032967033,0.010963525,0,3.99,0,3.59,0,0,0,0,0,0
PSMB1,0,0,0,2,8715,0,0,0,12.27235402,6.118671223,0,8.172518464,0.232302929,0,0,0,0.033519553,0.004482524,0,0,0,0,0,0,0,0,0,0
PSMB10,0,0,0,0,7445,0,0,0,0,0,0,8.347034247,0.594207715,0,0,0,0.035294118,0.011363636,0,0,0,0,0,0,0,0,0,0
PSMB11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0
PSMB2,0,0,0,2,8917,0,0,0,7.500364115,4.402512693,0,8.548842086,0,0.569919344,0,0,0.014705882,0.004482524,0,0,0,0,0,0,0,0,0,0
PSMB3,0,0,0,2,8377,0,0,9.232567803,9.650086595,4.410454087,0,9.057009423,0,0.298490755,0,0,0.08,0.004482524,0,0,0,0,0,0,0,0,0,0
PSMB4,0,0,0,3,7837,0,0,0,9.846903545,4.837419414,0,8.792426699,0.377064843,0,0,0,0.15,0.004482524,0,0,0,0,0,0,0,0,0,0
PSMB5,0,0,0,2,8607,0,0,0,9.9220899,4.763643991,0,8.616155384,0.503731518,0,0,0,0.285714286,0.00921659,0,0,0,0,0,0,0,0,0,0
PSMB6,0,0,1,1,8858,0,0,0,9.400138188,4.933029751,0,0,0.389128336,0,0,0,0.043478261,0.004482524,0,0,0,0,0,0,0,0,0,0
PSMB7,0,0,0,3,8738,0,0,0,10.51362832,4.34250359,0,8.347034247,0,0.268332023,0,0,0.035294118,0.004482524,0,0,0,0,0,0,0,0,0,0
PSMB8,0,0,0,0,0,5899,0,0,0,0,0,0,0,0.334681234,0,0,0.285714286,0.004482524,0,0,0,0,0,0,0,0,0,0
PSMB9,0,0,0,0,8156,0,0,0,0,0,0,0,0.461509293,0,0,0,0.043478261,0.015205725,0,0,0,0,0,0,0,0,0,0
PSMC1,0,0,0,0,9016,0,0,8.852764247,7.741222678,4.33440398,0,8.668070109,0,0.262300277,0,0,0.029069767,0.005047319,0,0,0,0,0,0,0,0,0,0
PSMC2,0,0,0,0,8634,0,0,8.852764247,7.942105527,3.351956559,0,8.606546317,0,0.581982837,0,0,0.012589928,0.026315789,0,0,0,0,0,0,0,0,0,0
PSMC3,0,0,0,0,5059,0,0,9.134472613,10.3023674,6.117600813,0,6.989349008,1.824683984,0,0,0,0.012589928,0.004482524,0,0,0,0,0,0,0,0,0,0
PSMC3IP,0,0,0,0,0,768,0,8.852764247,0,0,0,0,0,0,0,0,0.666666667,0.010963525,0,0,0,0,0,0,0,0,0,0
PSMC4,0,0,0,0,8839,0,0,9.234223191,8.972011959,4.389491881,0,0,0,0.316585995,0.379009652,0,0.012589928,0.008645533,0,0,0,0,0,0,0,0,0,0
PSMC5,0,0,0,2,6627,0,0,8.93502346,8.864693339,4.795185193,0,8.642013647,0,0.401030445,0,0,0.012589928,0.008645533,0,0,0,0,0,0,0,0,0,0
PSMC6,0,0,0,0,8354,0,0,9.249113354,8.721552906,4.819794025,0,8.479068496,0.123731494,0,0,0,0.012589928,0.026315789,0,0,0,0,0,0,0,0,0,0
PSMD1,0,0,1,0,8585,0,0,9.186304863,9.776973811,4.539712125,0,8.624489072,5.48595406,0,0,0,0.047619048,0.008645533,0,0,0,0,0,0,0,0,0,0
PSMD10,0,0,0,0,0,4527,0,0,8.816374259,5.811717675,0,8.271744471,0,0.322617741,0,0,0.009944751,0.006329114,0,0,0,0,0,0,0,0,0,0
PSMD11,0,0,0,0,8496,0,0,0,9.618399828,4.500537606,0,8.323394837,0.654525179,0,0,0,0.050632911,0.005047319,0,0,0,0,0,0,0,0,0,0
PSMD12,0,0,1,0,8423,0,0,9.65610856,9.331311112,4.742113982,0,9.446509995,0.06341403,0,0,0,0.055555556,0.051948052,0,0,0,0,0,0,0,0,0,0
PSMD13,0,0,0,0,6286,0,0,9.08444954,8.958881807,4.537736254,0,8.918025429,0,0.268332023,0,0,0.021108179,0.008645533,0,0,0,0,0,0,0,0,0,0
PSMD14,0,0,1,3,8923,0,0,0,9.801089851,4.482014247,0,8.50604099,0.111668001,0,0,0,0.035294118,0.008645533,0,0,0,0,0,0,0,0,0,0
PSMD2,0,0,0,0,0,3702,0,8.852764247,8.864308404,4.23742997,7.203408579,8.638990177,0.419287068,0,0,0,0.037735849,0.00921659,0,0,0,0,0,0,0,0,0,0
PSMD3,0,0,1,0,8912,0,0,8.938071803,8.915179371,4.675280511,0,8.593160337,3.284366618,0,0,0,0.307692308,0.041666667,0,0,0,0,0,0,0,0,0,0
PSMD4,0,0,3,0,8168,0,2,9.075562217,8.846809792,4.106703113,0,9.042020085,0,0.244205038,0,0,0.02266289,0.041666667,0,0,0,0,0,0,0,0,0,0
PSMD5,0,0,0,0,0,8799,0,0,7.801646762,0.748979008,0,8.347034247,0.455477547,0,0,0,0.032258065,0.019047619,0,0,0,0,0,0,0,0,0,0
PSMD6,0,0,1,0,8748,0,0,0,9.113870045,4.998303885,0,0,0,0,0,0,0.046511628,0.005047319,0,0,0,0,0,0,0,0,0,0
PSMD7,0,0,0,3,9036,0,0,0,8.88780346,4.584385816,0,8.795175401,1.740239534,0,0,0,0.15,0.026315789,0,0,0,0,0,0,0,0,0,0
PSMD8,0,0,0,1,8770,0,0,8.852764247,9.085878032,4.615610057,0,8.624982489,5.516112793,0,0,0,0.012561061,0.004482524,0,0,0,0,0,0,0,0,0,0
PSMD9,0,0,0,0,0,2564,0,0,9.412354428,0,0,7.954291212,0,0.195951066,0,0,0.012561061,0.0078125,0,0,0,0,0,0,0,0,0,0
PSME1,0,0,0,0,102,0,0,8.852764247,0,0,0,0,0.437382308,0,0,0,0.024096386,0.004482524,0,0,0,0,0,0,0,0,0,0
PSME2,0,0,0,0,0,4947,0,0,9.303224128,4.669270165,0,0,0,0.515633627,0.369273133,0,0.024096386,0.011363636,0,0,0,0,0,0,0,0,0,0
PSME3,0,0,0,0,1578,0,0,8.839407545,9.289071016,4.687545117,0,8.634255126,0,0.388966952,0,0,0.024096386,0.004482524,0,0,0,0,0,0,0,0,0,0
PSME4,0,0,0,0,0,712,0,0,0,4.584514635,0,0,0,0.401030445,0,0,0.028571429,0.010963525,0,0,0,0,0,0,0,0,0,0
PSMF1,0,0,0,0,8571,0,0,0,0,0,0,0,0.033255298,0,0,0,0.023255814,0.010963525,0,0,0,0,0,0,0,0,0,0
PSMG1,0,0,0,0,0,1465,0,0,8.908687127,4.433407117,0,8.747022279,0,0,0,0,0.010526316,0.010963525,0,0,0,0,0,0,0,0,0,0
PSMG2,0,0,0,0,106,0,0,0,9.691301224,4.801568166,0,7.831051626,0,0,0,0,0.024390244,0.029810298,0,0,0,0,0,0,0,0,0,0
PSMG3,0,0,0,0,2403,0,0,0,9.440444479,4.684606601,0,8.914175911,0,0,0,0,0.018181818,0.005047319,0,0,0,0,0,0,0,0,0,0
PSMG4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015151515,0.005047319,0,0,0,0,0,0,0,0,0,0
PSORS1C1,0,0,0,0,2906,0,0,0,0,0,0,0,0.039287044,0,0,0,0.005588905,0.010963525,0,0,0,0,0,0,0,0,0,0
PSORS1C2,0,0,0,0,0,3021,0,0,0,0,0,0,0.564048982,0,0,0,0.015151515,0.004482524,0,0,0,0,0,0,0,0,0,0
PSPC1,0,0,0,0,0,4946,2,8.126118148,0,4.842710729,0,7.971479692,0.015160058,0,0,0,0.038461538,0.019047619,0,0,0,0,0,0,0,0,0,0
PSPH,0,0,0,0,4614,0,0,0,0,0,0,0,0,0.581982837,0,0,0.016949153,0.005319149,0,3.56,0,5.04,0,0,0,0,0,0
PSPN,0,0,0,0,0,0,0,0,0,0,0,0,0.033255298,0,0,0,0.005588905,0.004482524,0,0,0,0,0,0,0,0,0,0
PSRC1,0,0,0,0,1025,0,0,0,0,0,0,0,0,0,0,0,0.008576329,0.004482524,0,0,0,0,0,0,0,0,0,0
PSTK,0,0,0,0,8828,0,0,0,0,0,0,0,0,0,0,0,0.014749263,0.012658228,0,0,0,0,0,0,0,0,0,0
PSTPIP1,0,0,0,0,2506,0,0,0,0,0,0,0,0,0.286427263,0,0,0.010989011,0.015205725,0,0,0,0,0,0,0,0,0,0
PSTPIP2,0,0,0,0,0,1068,0,0,0,0,0,0,0.069445776,0,0,0,0.032786885,0.0078125,0,0,0,0,0,0,0,0,0,0
PTAFR,0,0,0,0,3527,0,0,0,0,0,0,0,4.116747623,0,0,0,0.043478261,0.015205725,0,0,0,0,0,0,0,0,0,0
PTAR1,0,0,0,0,0,0,0,0,9.024011168,0,0,0,0,0.485474894,0,0,0.028037383,0.004482524,0,0,0,0,0,0,0,0,0,0
PTBP1,0,0,0,0,5766,0,0,8.287082705,9.377251376,4.678876835,0,8.611121097,0,0.35880822,0,0,0.010928962,0.004482524,0,0,0,0,0,0,0,0,0,0
PTBP2,0,0,0,0,1788,0,0,8.715309173,9.034863359,0,0,8.347034247,0,0.177855827,0,0,0.010928962,0.012658228,0,0,0,0,0,0,0,0,0,0
PTBP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010928962,0.004482524,0,0,0,0,0,0,0,0,0,0
PTCD1,0,0,0,0,0,2269,0,0,0,0,0,0,0,0.42515743,0,0,0.006702413,0.030769231,0,0,0,0,0,0,0,0,0,0
PTCD2,0,0,0,0,7947,0,0,0,0,0,0,0,4.237382552,0,0,0,0.014084507,0.004482524,0,0,0,0,0,0,0,0,0,0
